Time (s),Sensor Value
0.0,308.0
0.005001000200040008,284.25
0.010002000400080016,264.75
0.015003000600120026,249.0
0.020004000800160033,226.0
0.02500500100020004,198.0
0.03000600120024005,176.0
0.035007001400280055,157.25
0.040008001600320066,146.75
0.04500900180036008,140.25
0.05001000200040008,132.0
0.05501100220044009,122.0
0.0600120024004801,107.75
0.0650130026005201,92.0
0.07001400280056011,85.25
0.07501500300060013,69.5
0.08001600320064013,65.25
0.08501700340068014,59.25
0.09001800360072015,43.0
0.09501900380076016,33.0
0.10002000400080016,33.0
0.10502100420084018,29.25
0.11002200440088018,26.75
0.11502300460092019,20.0
0.1200240048009602,20.0
0.1250250050010002,20.0
0.1300260052010402,9.0
0.13502700540108023,9.0
0.14002800560112022,9.0
0.14502900580116024,9.0
0.15003000600120026,4.0
0.15503100620124025,4.0
0.16003200640128026,4.0
0.16503300660132028,4.0
0.17003400680136027,0.0
0.1750350070014003,0.0
0.1800360072014403,0.0
0.1850370074014803,0.0
0.19003800760152031,0.0
0.19503900780156033,0.0
0.20004000800160032,0.0
0.20504100820164034,0.0
0.21004200840168036,0.0
0.21504300860172035,0.0
0.22004400880176037,0.0
0.22504500900180038,0.0
0.23004600920184037,0.0
0.2350470094018804,0.0
0.2400480096019204,0.0
0.2450490098019604,0.0
0.2500500100020004,0.0
0.2550510102020404,0.0
0.2600520104020804,0.0
0.26505301060212044,0.0
0.27005401080216046,0.0
0.2750550110022005,0.0
0.28005601120224044,0.0
0.28505701140228046,0.0
0.2900580116023205,0.0
0.2950590118023605,0.0
0.3000600120024005,0.0
0.30506101220244053,0.0
0.3100620124024805,0.0
0.3150630126025205,0.0
0.3200640128025605,0.0
0.32506501300260054,0.0
0.33006601320264056,0.0
0.3350670134026805,0.0
0.34006801360272054,0.0
0.34506901380276056,0.0
0.3500700140028006,0.0
0.3550710142028406,0.0
0.3600720144028806,0.0
0.3650730146029206,0.0
0.3700740148029606,0.0
0.3750750150030006,0.0
0.38007601520304063,0.0
0.38507701540308065,0.0
0.39007801560312066,0.0
0.3950790158031606,0.0
0.40008001600320064,0.0
0.40508101620324066,0.0
0.4100820164032807,0.0
0.4150830166033207,0.0
0.4200840168033607,0.0
0.4250850170034007,0.0
0.4300860172034407,0.0
0.4350870174034807,0.0
0.44008801760352073,0.0
0.44508901780356075,0.0
0.45009001800360077,0.0
0.45509101820364073,0.0
0.46009201840368075,0.0
0.46509301860372076,0.0
0.4700940188037608,0.0
0.4750950190038008,0.0
0.4800960192038408,0.0
0.4850970194038808,0.0
0.4900980196039208,0.0
0.4950990198039608,0.0
0.5001000200040008,0.0
0.5051010202040408,0.0
0.5101020204040808,0.0
0.5151030206041208,0.0
0.5201040208041608,0.0
0.5251050210042009,0.0
0.5301060212042409,0.0
0.5351070214042809,0.0
0.5401080216043209,0.0
0.5451090218043609,0.0
0.550110022004401,0.0
0.5551110222044409,0.0
0.5601120224044809,0.0
0.5651130226045209,0.0
0.5701140228045609,0.0
0.5751150230046009,0.0
0.580116023204641,0.0
0.585117023404681,0.0
0.590118023604721,0.0
0.595119023804761,0.0
0.600120024004801,0.0
0.605121024204841,0.0
0.6101220244048811,0.0
0.615123024604921,0.0
0.620124024804961,0.0
0.625125025005001,0.0
0.630126025205041,0.0
0.635127025405081,0.0
0.640128025605121,0.0
0.6451290258051611,0.0
0.6501300260052011,0.0
0.6551310262052411,0.0
0.6601320264052811,0.0
0.6651330266053211,0.0
0.670134026805361,0.0
0.6751350270054011,0.0
0.6801360272054411,0.0
0.6851370274054811,0.0
0.6901380276055211,0.0
0.6951390278055611,0.0
0.7001400280056012,0.0
0.7051410282056412,0.0
0.7101420284056812,0.0
