timestamp,voltage
2026-03-17T03:15:46.916140,0.4
2026-03-17T03:15:46.916244,0.402
2026-03-17T03:15:46.916475,0.405
2026-03-17T03:15:46.996091,0.388
2026-03-17T03:15:47.005589,0.388
2026-03-17T03:15:47.005648,0.388
2026-03-17T03:15:47.011684,0.4
2026-03-17T03:15:47.011713,0.396
2026-03-17T03:15:47.011733,0.412
2026-03-17T03:15:47.011752,0.401
2026-03-17T03:15:47.011770,0.405
2026-03-17T03:15:47.011788,0.408
2026-03-17T03:15:47.011806,0.39
2026-03-17T03:15:47.011824,0.412
2026-03-17T03:15:47.011842,0.362
2026-03-17T03:15:47.011877,0.426
2026-03-17T03:15:47.011917,0.412
2026-03-17T03:15:47.011944,0.412
2026-03-17T03:15:47.011966,0.411
2026-03-17T03:15:47.011993,0.408
2026-03-17T03:15:47.012016,0.409
2026-03-17T03:15:47.012042,0.412
2026-03-17T03:15:47.012064,0.4
2026-03-17T03:15:47.012091,0.391
2026-03-17T03:15:47.012113,0.406
2026-03-17T03:15:47.012191,0.398
2026-03-17T03:15:47.012223,0.388
2026-03-17T03:15:47.012257,0.394
2026-03-17T03:15:47.012327,0.398
2026-03-17T03:15:47.012405,0.405
2026-03-17T03:15:47.012439,0.412
2026-03-17T03:15:47.012595,0.412
2026-03-17T03:15:47.012638,0.412
2026-03-17T03:15:47.012670,0.435
2026-03-17T03:15:47.012712,0.426
2026-03-17T03:15:47.012843,0.426
2026-03-17T03:15:47.012882,0.425
2026-03-17T03:15:47.012928,0.425
2026-03-17T03:15:47.012964,0.425
2026-03-17T03:15:47.012991,0.422
2026-03-17T03:15:47.013014,0.402
2026-03-17T03:15:47.013056,0.405
2026-03-17T03:15:47.013244,0.4
2026-03-17T03:15:47.013288,0.391
2026-03-17T03:15:47.013366,0.392
2026-03-17T03:15:47.013405,0.402
2026-03-17T03:15:47.013432,0.395
2026-03-17T03:15:47.013470,0.388
2026-03-17T03:15:47.013563,0.407
2026-03-17T03:15:47.013618,0.402
2026-03-17T03:15:47.013673,0.389
2026-03-17T03:15:47.013752,0.401
2026-03-17T03:15:47.013782,0.405
2026-03-17T03:15:47.013891,0.433
2026-03-17T03:15:47.013929,0.412
2026-03-17T03:15:47.014114,0.425
2026-03-17T03:15:47.014146,0.429
2026-03-17T03:15:47.014423,0.425
2026-03-17T03:15:47.014470,0.412
2026-03-17T03:15:47.014603,0.401
2026-03-17T03:15:47.015591,0.411
2026-03-17T03:15:47.015647,0.405
2026-03-17T03:15:47.018555,0.4
2026-03-17T03:15:47.018590,0.401
2026-03-17T03:15:47.019755,0.397
2026-03-17T03:15:47.019791,0.388
2026-03-17T03:15:47.019832,0.4
2026-03-17T03:15:47.019864,0.38
2026-03-17T03:15:47.019965,0.392
2026-03-17T03:15:47.021880,0.389
2026-03-17T03:15:47.021934,0.401
2026-03-17T03:15:47.021993,0.412
2026-03-17T03:15:47.022023,0.425
2026-03-17T03:15:47.022052,0.405
2026-03-17T03:15:47.022096,0.422
2026-03-17T03:15:47.022115,0.384
2026-03-17T03:15:47.022133,0.411
2026-03-17T03:15:47.022150,0.408
2026-03-17T03:15:47.022168,0.421
2026-03-17T03:15:47.022185,0.405
2026-03-17T03:15:47.022202,0.436
2026-03-17T03:15:47.022218,0.401
2026-03-17T03:15:47.022235,0.399
2026-03-17T03:15:47.022252,0.4
2026-03-17T03:15:47.022269,0.394
2026-03-17T03:15:47.022303,0.392
2026-03-17T03:15:47.022374,0.388
