Time (s),Sensor Value
0.0,2123.0
0.005001000200040008,2123.0
0.010002000400080016,2277.0
0.015003000600120026,2277.0
0.020004000800160033,2249.25
0.02500500100020004,2249.25
0.03000600120024005,2165.0
0.035007001400280055,2165.0
0.040008001600320066,2192.0
0.04500900180036008,2192.0
0.05001000200040008,2182.75
0.05501100220044009,2182.75
0.0600120024004801,2107.75
0.0650130026005201,2107.75
0.07001400280056011,2141.25
0.07501500300060013,2141.25
0.08001600320064013,2150.0
0.08501700340068014,2150.0
0.09001800360072015,2143.75
0.09501900380076016,2143.75
0.10002000400080016,2155.5
0.10502100420084018,2155.5
0.11002200440088018,2163.75
0.11502300460092019,2163.75
0.1200240048009602,2143.25
0.1250250050010002,2143.25
0.1300260052010402,2168.0
0.13502700540108023,2168.0
0.14002800560112022,2143.0
0.14502900580116024,2143.0
0.15003000600120026,2271.75
0.15503100620124025,2271.75
0.16003200640128026,2274.25
0.16503300660132028,2274.25
0.17003400680136027,2220.5
0.1750350070014003,2220.5
0.1800360072014403,2167.0
0.1850370074014803,2167.0
0.19003800760152031,2170.0
0.19503900780156033,2170.0
0.20004000800160032,2162.0
0.20504100820164034,2162.0
0.21004200840168036,2190.25
0.21504300860172035,2190.25
0.22004400880176037,2197.25
0.22504500900180038,2197.25
0.23004600920184037,2225.25
0.2350470094018804,2225.25
0.2400480096019204,2165.0
0.2450490098019604,2165.0
0.2500500100020004,2294.0
0.2550510102020404,2294.0
0.2600520104020804,2263.75
0.26505301060212044,2263.75
0.27005401080216046,2263.75
0.2750550110022005,2263.75
0.28005601120224044,2214.75
0.28505701140228046,2214.75
0.2900580116023205,2214.75
0.2950590118023605,2214.75
0.3000600120024005,2207.5
0.30506101220244053,2207.5
0.3100620124024805,2207.5
0.3150630126025205,2207.5
0.3200640128025605,2187.5
0.32506501300260054,2187.5
0.33006601320264056,2187.5
0.3350670134026805,2187.5
0.34006801360272054,2153.0
0.34506901380276056,2153.0
0.3500700140028006,2153.0
0.3550710142028406,2153.0
0.3600720144028806,2179.75
0.3650730146029206,2179.75
0.3700740148029606,2179.75
0.3750750150030006,2179.75
0.38007601520304063,2151.75
0.38507701540308065,2151.75
0.39007801560312066,2151.75
0.3950790158031606,2151.75
0.40008001600320064,2147.0
0.40508101620324066,2147.0
0.4100820164032807,2147.0
0.4150830166033207,2147.0
0.4200840168033607,2095.0
0.4250850170034007,2095.0
0.4300860172034407,2095.0
0.4350870174034807,2095.0
0.44008801760352073,2091.75
0.44508901780356075,2091.75
0.45009001800360077,2091.75
0.45509101820364073,2091.75
0.46009201840368075,2047.5
0.46509301860372076,2047.5
0.4700940188037608,2047.5
0.4750950190038008,2047.5
