Time (s),Sensor Value
0.0,2047.5
0.005001000200040008,2047.5
0.010002000400080016,2047.5
0.015003000600120026,2047.5
0.020004000800160033,2047.5
0.02500500100020004,2047.5
0.03000600120024005,2047.5
0.035007001400280055,2047.5
0.040008001600320066,2047.5
0.04500900180036008,2047.5
0.05001000200040008,2047.5
0.05501100220044009,2047.5
0.0600120024004801,2047.5
0.0650130026005201,2047.5
0.07001400280056011,2047.5
0.07501500300060013,2047.5
0.08001600320064013,2047.5
0.08501700340068014,2047.5
0.09001800360072015,2047.5
0.09501900380076016,2047.5
0.10002000400080016,2047.5
0.10502100420084018,2047.5
0.11002200440088018,2047.5
0.11502300460092019,2047.5
0.1200240048009602,2047.5
0.1250250050010002,2047.5
0.1300260052010402,2047.5
0.13502700540108023,2047.5
0.14002800560112022,2047.5
0.14502900580116024,2047.5
0.15003000600120026,2047.5
0.15503100620124025,2047.5
0.16003200640128026,2047.5
0.16503300660132028,2047.5
0.17003400680136027,2047.5
0.1750350070014003,2047.5
0.1800360072014403,2047.5
0.1850370074014803,2047.5
0.19003800760152031,2047.5
0.19503900780156033,2047.5
0.20004000800160032,2047.5
0.20504100820164034,2047.5
0.21004200840168036,2047.5
0.21504300860172035,2047.5
0.22004400880176037,2047.5
0.22504500900180038,2047.5
0.23004600920184037,2047.5
0.2350470094018804,2047.5
0.2400480096019204,2047.5
0.2450490098019604,2047.5
0.2500500100020004,2047.5
0.2550510102020404,2047.5
0.2600520104020804,2047.5
0.26505301060212044,2047.5
0.27005401080216046,2047.5
0.2750550110022005,2047.5
0.28005601120224044,2047.5
0.28505701140228046,2047.5
0.2900580116023205,2047.5
0.2950590118023605,2047.5
0.3000600120024005,2047.5
0.30506101220244053,2047.5
0.3100620124024805,2047.5
0.3150630126025205,2047.5
0.3200640128025605,2047.5
0.32506501300260054,2047.5
0.33006601320264056,2047.5
0.3350670134026805,2047.5
0.34006801360272054,2047.5
0.34506901380276056,2047.5
0.3500700140028006,2047.5
0.3550710142028406,2047.5
0.3600720144028806,2047.5
0.3650730146029206,2047.5
0.3700740148029606,2047.5
0.3750750150030006,2047.5
0.38007601520304063,2047.5
0.38507701540308065,2047.5
0.39007801560312066,2047.5
0.3950790158031606,2047.5
0.40008001600320064,2047.5
0.40508101620324066,2047.5
0.4100820164032807,2047.5
0.4150830166033207,2047.5
0.4200840168033607,2047.5
0.4250850170034007,2047.5
0.4300860172034407,2047.5
0.4350870174034807,2047.5
0.44008801760352073,2047.5
0.44508901780356075,2047.5
0.45009001800360077,2047.5
0.45509101820364073,2047.5
0.46009201840368075,2047.5
0.46509301860372076,2047.5
0.4700940188037608,2047.5
0.4750950190038008,2047.5
0.4800960192038408,2047.5
0.4850970194038808,2047.5
0.4900980196039208,2047.5
0.4950990198039608,2047.5
0.5001000200040008,2047.5
0.5051010202040408,2047.5
0.5101020204040808,2047.5
0.5151030206041208,2047.5
0.5201040208041608,2047.5
0.5251050210042009,2047.5
0.5301060212042409,2047.5
0.5351070214042809,2047.5
0.5401080216043209,2047.5
0.5451090218043609,2047.5
0.550110022004401,2047.5
0.5551110222044409,2047.5
0.5601120224044809,2047.5
0.5651130226045209,2047.5
0.5701140228045609,2047.5
0.5751150230046009,2047.5
0.580116023204641,2047.5
0.585117023404681,2047.5
0.590118023604721,2047.5
0.595119023804761,2047.5
0.600120024004801,2047.5
0.605121024204841,2047.5
0.6101220244048811,2047.5
0.615123024604921,2047.5
0.620124024804961,2047.5
0.625125025005001,2047.5
0.630126025205041,2047.5
0.635127025405081,2047.5
0.640128025605121,2047.5
0.6451290258051611,2047.5
0.6501300260052011,2047.5
0.6551310262052411,2047.5
0.6601320264052811,2047.5
0.6651330266053211,2047.5
0.670134026805361,2047.5
0.6751350270054011,2047.5
0.6801360272054411,2047.5
0.6851370274054811,2047.5
0.6901380276055211,2047.5
0.6951390278055611,2047.5
0.7001400280056012,2047.5
0.7051410282056412,2047.5
0.7101420284056812,2047.5
0.7151430286057212,2047.5
0.7201440288057612,2047.5
0.7251450290058012,2047.5
0.7301460292058412,2047.5
0.7351470294058812,2047.5
0.7401480296059212,2047.5
0.7451490298059612,2047.5
0.7501500300060012,2047.5
0.7551510302060412,2047.5
0.7601520304060813,2047.5
0.7651530306061213,2047.5
0.7701540308061613,2047.5
0.7751550310062013,2047.5
0.7801560312062413,2047.5
0.7851570314062813,2047.5
0.7901580316063213,2047.5
0.7951590318063613,2047.5
0.8001600320064013,2047.5
0.8051610322064413,2047.5
0.8101620324064813,2047.5
0.8151630326065213,2047.5
0.8201640328065614,2047.5
0.8251650330066014,2047.5
0.8301660332066414,2047.5
0.8351670334066814,2047.5
0.8401680336067214,2047.5
0.8451690338067613,2047.5
0.8501700340068014,2047.5
0.8551710342068414,2047.5
0.8601720344068814,2047.5
0.8651730346069214,2047.5
0.8701740348069614,2047.5
0.8751750350070014,2047.5
0.8801760352070415,2047.5
0.8851770354070815,2047.5
0.8901780356071215,2047.5
0.8951790358071615,2047.5
0.9001800360072015,2047.5
0.9051810362072414,2047.5
0.9101820364072815,2047.5
0.9151830366073215,2047.5
0.9201840368073615,2047.5
0.9251850370074015,2047.5
0.9301860372074415,2047.5
0.9351870374074815,2047.5
0.9401880376075216,2047.5
0.9451890378075616,2047.5
0.9501900380076016,2047.5
0.9551910382076416,2047.5
0.9601920384076816,2047.5
0.9651930386077215,2047.5
0.9701940388077616,2047.5
0.9751950390078016,2047.5
0.9801960392078416,2047.5
0.9851970394078816,2047.5
