timestamp,voltage
2026-03-17T02:51:16.100748,0.0
2026-03-17T02:51:16.103282,0.0
2026-03-17T02:51:16.103337,0.0
2026-03-17T02:51:16.103417,0.0
2026-03-17T02:51:16.178784,0.0
2026-03-17T02:51:16.185207,0.0
2026-03-17T02:51:16.187910,0.0
2026-03-17T02:51:16.187943,0.0
2026-03-17T02:51:16.187973,0.0
2026-03-17T02:51:16.188104,0.0
2026-03-17T02:51:16.194099,0.0
2026-03-17T02:51:16.194126,0.0
2026-03-17T02:51:16.194146,0.0
2026-03-17T02:51:16.194163,0.0
2026-03-17T02:51:16.194181,0.0
2026-03-17T02:51:16.194198,0.0
2026-03-17T02:51:16.194215,0.0
2026-03-17T02:51:16.194232,0.0
2026-03-17T02:51:16.194248,0.0
2026-03-17T02:51:16.194265,0.0
2026-03-17T02:51:16.194281,0.0
2026-03-17T02:51:16.194297,0.0
2026-03-17T02:51:16.194314,0.0
2026-03-17T02:51:16.194363,0.0
2026-03-17T02:51:16.194390,0.0
2026-03-17T02:51:16.194454,0.0
2026-03-17T02:51:16.194494,0.0
2026-03-17T02:51:16.194580,0.0
2026-03-17T02:51:16.194625,0.0
2026-03-17T02:51:16.194662,0.0
2026-03-17T02:51:16.194699,0.0
2026-03-17T02:51:16.194868,0.0
2026-03-17T02:51:16.194898,0.0
2026-03-17T02:51:16.194925,0.0
2026-03-17T02:51:16.194947,0.0
2026-03-17T02:51:16.194973,0.0
2026-03-17T02:51:16.194995,0.0
2026-03-17T02:51:16.195020,0.0
2026-03-17T02:51:16.195042,0.0
2026-03-17T02:51:16.195068,0.0
2026-03-17T02:51:16.195110,0.0
2026-03-17T02:51:16.195156,0.0
2026-03-17T02:51:16.195187,0.0
2026-03-17T02:51:16.195213,0.0
2026-03-17T02:51:16.195235,0.0
2026-03-17T02:51:16.195261,0.0
2026-03-17T02:51:16.195345,0.0
2026-03-17T02:51:16.195411,0.0
2026-03-17T02:51:16.195467,0.0
2026-03-17T02:51:16.195503,0.0
2026-03-17T02:51:16.195569,0.0
2026-03-17T02:51:16.195593,0.0
2026-03-17T02:51:16.195619,0.0
2026-03-17T02:51:16.195641,0.0
2026-03-17T02:51:16.195667,0.0
2026-03-17T02:51:16.195716,0.0
2026-03-17T02:51:16.195743,0.0
2026-03-17T02:51:16.195798,0.0
2026-03-17T02:51:16.195863,0.0
2026-03-17T02:51:16.195933,0.0
2026-03-17T02:51:16.195989,0.0
2026-03-17T02:51:16.196066,0.0
2026-03-17T02:51:16.196089,0.0
2026-03-17T02:51:16.196123,0.0
2026-03-17T02:51:16.196146,0.0
2026-03-17T02:51:16.196182,0.0
2026-03-17T02:51:16.196207,0.0
2026-03-17T02:51:16.196236,0.0
2026-03-17T02:51:16.196262,0.0
2026-03-17T02:51:16.196302,0.0
2026-03-17T02:51:16.196378,0.0
2026-03-17T02:51:16.196412,0.0
2026-03-17T02:51:16.196544,0.0
2026-03-17T02:51:16.196839,0.0
2026-03-17T02:51:16.196865,0.0
2026-03-17T02:51:16.196887,0.0
2026-03-17T02:51:16.196913,0.0
2026-03-17T02:51:16.196934,0.0
2026-03-17T02:51:16.196959,0.0
2026-03-17T02:51:16.196981,0.0
2026-03-17T02:51:16.197006,0.0
2026-03-17T02:51:16.197067,0.0
2026-03-17T02:51:16.197095,0.0
2026-03-17T02:51:16.197314,0.0
2026-03-17T02:51:16.198154,0.0
2026-03-17T02:51:16.198185,0.0
2026-03-17T02:51:16.198210,0.0
2026-03-17T02:51:16.198232,0.0
2026-03-17T02:51:16.198257,0.0
2026-03-17T02:51:16.198278,0.0
2026-03-17T02:51:16.198304,0.0
2026-03-17T02:51:16.201298,0.0
2026-03-17T02:51:16.202155,0.0
2026-03-17T02:51:16.202181,0.0
2026-03-17T02:51:16.202203,0.0
2026-03-17T02:51:16.202228,0.0
2026-03-17T02:51:16.202249,0.0
2026-03-17T02:51:16.202274,0.0
2026-03-17T02:51:16.202308,0.0
2026-03-17T02:51:16.202399,0.0
2026-03-17T02:51:16.202425,0.0
2026-03-17T02:51:16.202452,0.0
2026-03-17T02:51:16.204388,0.0
2026-03-17T02:51:16.204427,0.0
2026-03-17T02:51:16.204453,0.0
2026-03-17T02:51:16.207058,0.0
2026-03-17T02:51:16.207291,0.0
2026-03-17T02:51:16.225000,0.0
2026-03-17T02:51:16.225058,0.0
2026-03-17T02:51:16.225088,0.0
2026-03-17T02:51:16.225114,0.0
2026-03-17T02:51:16.225135,0.0
2026-03-17T02:51:16.225155,0.0
2026-03-17T02:51:16.225174,0.0
2026-03-17T02:51:16.225193,0.0
2026-03-17T02:51:16.225213,0.0
2026-03-17T02:51:16.225229,0.0
2026-03-17T02:51:16.225246,0.0
2026-03-17T02:51:16.225263,0.0
2026-03-17T02:51:16.225282,0.0
2026-03-17T02:51:16.225307,0.0
2026-03-17T02:51:16.225330,0.0
2026-03-17T02:51:16.225347,0.0
2026-03-17T02:51:16.225363,0.0
2026-03-17T02:51:16.225380,0.0
2026-03-17T02:51:16.225524,0.0
2026-03-17T02:51:16.226530,0.0
2026-03-17T02:51:16.227454,0.0
2026-03-17T02:51:16.228568,0.0
2026-03-17T02:51:16.229591,0.0
2026-03-17T02:51:16.230548,0.0
2026-03-17T02:51:16.231514,0.0
2026-03-17T02:51:16.232456,0.0
2026-03-17T02:51:16.233433,0.0
2026-03-17T02:51:16.234461,0.0
2026-03-17T02:51:16.235462,0.0
2026-03-17T02:51:16.236441,0.0
2026-03-17T02:51:16.237443,0.0
2026-03-17T02:51:16.238487,0.0
2026-03-17T02:51:16.239471,0.0
2026-03-17T02:51:16.240447,0.0
2026-03-17T02:51:16.241443,0.0
2026-03-17T02:51:16.242504,0.0
2026-03-17T02:51:16.243464,0.0
2026-03-17T02:51:16.244456,0.0
2026-03-17T02:51:16.245538,0.0
2026-03-17T02:51:16.246442,0.0
2026-03-17T02:51:16.247453,0.0
2026-03-17T02:51:16.248483,0.0
2026-03-17T02:51:16.249442,0.0
2026-03-17T02:51:16.250442,0.0
2026-03-17T02:51:16.251464,0.0
2026-03-17T02:51:16.252451,0.0
2026-03-17T02:51:16.253450,0.0
2026-03-17T02:51:16.254427,0.0
2026-03-17T02:51:16.255469,0.0
2026-03-17T02:51:16.256437,0.0
2026-03-17T02:51:16.257455,0.0
2026-03-17T02:51:16.258452,0.0
2026-03-17T02:51:16.259439,0.0
2026-03-17T02:51:16.260443,0.0
2026-03-17T02:51:16.261444,0.0
2026-03-17T02:51:16.262438,0.0
2026-03-17T02:51:16.263380,0.0
2026-03-17T02:51:16.264396,0.0
2026-03-17T02:51:16.265400,0.0
2026-03-17T02:51:16.266382,0.0
2026-03-17T02:51:16.267418,0.0
2026-03-17T02:51:16.268464,0.0
2026-03-17T02:51:16.269439,0.0
2026-03-17T02:51:16.270382,0.0
2026-03-17T02:51:16.271385,0.0
2026-03-17T02:51:16.272544,0.0
2026-03-17T02:51:16.273414,0.0
2026-03-17T02:51:16.274408,0.0
2026-03-17T02:51:16.275446,0.0
2026-03-17T02:51:16.276457,0.0
2026-03-17T02:51:16.279037,0.0
2026-03-17T02:51:16.279119,0.0
